cod_imovel,municipio,cod_estado,geometry
GO-5212204-980A3D0E49E84210B886D033F92512C9,Jussara,GO,"POLYGON ((-51.337480545043945 -15.808296235051492, -51.325271129608154 -15.82351184738695, -51.326258182525635 -15.824585361602027, -51.33808135986328 -15.81471707401228, -51.33780241012573 -15.814428037410332, -51.337459087371826 -15.81453126481559, -51.337265968322754 -15.81475836492171, -51.337029933929436 -15.81471707401228, -51.33685827255249 -15.814221582441792, -51.33634328842163 -15.814242227948128, -51.33621454238891 -15.814242227948128, -51.336042881011956 -15.814242227948128, -51.335763931274414 -15.81430416445449, -51.33533477783203 -15.814283518954477, -51.33466958999634 -15.814283518954477, -51.33949756622314 -15.809431768026704, -51.337480545043945 -15.808296235051492))"
GO-5212204-9984B6C557E04873B22A6C2C429981AB,Jussara,GO,"POLYGON ((-51.32089376449585 -15.928400218188772, -51.32836103439331 -15.930628657656285, -51.3291335105896 -15.928771626484544, -51.329262256622314 -15.92773993507751, -51.32939100265503 -15.926852676227243, -51.32864622991963 -15.92568703633684, -51.32776604719588 -15.92582048790712, -51.326494216918945 -15.926666970390286, -51.3256573677063 -15.926935212099647, -51.32503509521484 -15.92677014032091, -51.32414119313293 -15.92690732203167, -51.32368165321371 -15.92662163291816, -51.32304221534433 -15.92616077226057, -51.32281350712109 -15.92586619078422, -51.32221460800059 -15.92575980701738, -51.32158104454936 -15.92547100240644, -51.32120174132544 -15.92538248164124, -51.32096516385093 -15.9253208968656, -51.32104198721992 -15.92501331932406, -51.321473121643066 -15.924871805111401, -51.32145166397095 -15.924438486949963, -51.32200167448156 -15.92400587460896, -51.32160186767578 -15.923695653640722, -51.32125854492187 -15.923819459383074, -51.32091478455529 -15.92375655039897, -51.32033778890423 -15.92349337818735, -51.31982088088989 -15.923241698599083, -51.317503452301025 -15.924273413118701, -51.313490867614746 -15.925924145324853, -51.313297748565674 -15.926006681578947, -51.313233375549316 -15.926089217799113, -51.31346940994263 -15.92619238802661, -51.32089376449585 -15.928400218188772))"
GO-5212204-9F5C455B3F9F44B7BF9B40D03449CED9,Jussara,GO,"POLYGON ((-51.38673020726432 -15.566949672306446, -51.38505237529605 -15.564851558368646, -51.36813903446181 -15.577264951999432, -51.371162898445895 -15.582724583315954, -51.38892196074409 -15.569690356466273, -51.38707823003181 -15.567384864569874, -51.38673020726432 -15.566949672306446))"
GO-5212204-A06B364DA3AC4E1393188DD955072A7A,Jussara,GO,"POLYGON ((-51.33905282351432 -15.7896776914422, -51.33766653790439 -15.78762006693921, -51.33703412420157 -15.79089543254305, -51.33651229207165 -15.79403517075753, -51.3378523821796 -15.79389157823061, -51.3396507190916 -15.79140749716942, -51.34210746091244 -15.78946714722916, -51.34167710470319 -15.78917482637881, -51.34086819754668 -15.78934956426041, -51.33905282351432 -15.7896776914422))"
GO-5212204-A4424F07EA5349C688955C67B8E5D443,Jussara,GO,"POLYGON ((-51.33354140185607 -15.779155146402589, -51.332189105145474 -15.783751524848551, -51.336399469057845 -15.791167350365283, -51.3326618497212 -15.795559131174093, -51.33525052346992 -15.798971069914355, -51.335793304327865 -15.798339570410679, -51.33605439070038 -15.796682378235086, -51.3349533926383 -15.795644895913208, -51.3366832890354 -15.791218993137434, -51.33611124082101 -15.788050855305974, -51.33593077603806 -15.787032337987977, -51.335201720200956 -15.786912691364112, -51.33663710501331 -15.780741500346647, -51.33661950153427 -15.7796862796723, -51.33354140185607 -15.779155146402589))"
GO-5212204-A614927086AE489E901B1E2C9D35A6CB,Jussara,GO,"POLYGON ((-51.37377349911502 -15.587412616315916, -51.37538070507326 -15.590283430136784, -51.37786363798603 -15.589734754723205, -51.37786368746697 -15.589734796387921, -51.38164229365825 -15.595342933117935, -51.38859819946457 -15.593438556233904, -51.38966147972666 -15.592703121769338, -51.398550727475325 -15.581264507846086, -51.39399667445391 -15.575927229205893, -51.3939967477025 -15.575927166509006, -51.3916803298626 -15.573128538587074, -51.38892199421386 -15.569690320237711, -51.38892195805561 -15.569690352854527, -51.38505237516731 -15.564851557937894, -51.368139034348715 -15.577264952030328, -51.371162903259055 -15.58272459427306, -51.37377349911502 -15.587412616315916))"
GO-5212204-ACA083B749944315972FE0795ACD12C3,Jussara,GO,"POLYGON ((-51.44380699830886 -15.72566381685397, -51.4432762004388 -15.72971425636613, -51.44719238209678 -15.73009217047052, -51.4482143690104 -15.72554672218017, -51.4468489257768 -15.72545880427465, -51.44747257232666 -15.722947892840807, -51.44766569137573 -15.71937458166122, -51.44794072686351 -15.71577832361042, -51.44666032563053 -15.71450526290567, -51.44513365983454 -15.71568454525304, -51.44458513229273 -15.71849887421695, -51.44388342156938 -15.72181962920773, -51.44358738368322 -15.72203081384071, -51.44362864245005 -15.72256444907506, -51.44380699830886 -15.72566381685397))"
GO-5212204-ADCB9B746C3B4DDF994A56429CECA7DB,Jussara,GO,"POLYGON ((-51.32070064544678 -15.818722252979786, -51.3241982460022 -15.822397038129923, -51.335978507995605 -15.8075529736538, -51.331987380981445 -15.805447051536648, -51.32070064544678 -15.818722252979786))"
GO-5212204-AE6A2EC35795457CBEB9C3256A5B2FB3,Jussara,GO,"POLYGON ((-51.41947341419893 -15.6791699168578, -51.41940589512822 -15.6793275740796, -51.42049564056588 -15.67978059927469, -51.42060204158064 -15.67985862434633, -51.42016181976555 -15.68021632578645, -51.41975871147183 -15.68076627366836, -51.41912039034674 -15.68139453096735, -51.41872018941978 -15.68203949883165, -51.4185770725749 -15.6827219894999, -51.41811648262081 -15.68318388331569, -51.41775245059804 -15.68355174567244, -51.41767289173427 -15.68400416919015, -51.41754834808945 -15.68406131162787, -51.4170625088681 -15.68368511556471, -51.41639503348791 -15.68341572405316, -51.41579874228356 -15.68340396787494, -51.41518890107195 -15.68326636931757, -51.414603659243 -15.68340522456229, -51.41428529474052 -15.68334198091079, -51.41399963676062 -15.68335914727081, -51.41363516623399 -15.68331378916466, -51.4134295387286 -15.68331271507939, -51.41296872135668 -15.68307306985418, -51.41261918561078 -15.68279797927018, -51.41254569368326 -15.68311848443119, -51.41235319035303 -15.68339672204296, -51.41205814240329 -15.68338875280782, -51.41205581879591 -15.68350379719556, -51.41151962020781 -15.68332882006098, -51.41125686953427 -15.68348442014788, -51.41116112906243 -15.68362966281738, -51.41101725941783 -15.6835843934115, -51.41086323458226 -15.68355897661144, -51.41080489884385 -15.68364541021951, -51.41056623056019 -15.68361725921729, -51.4104871218774 -15.68390157892584, -51.41038780069259 -15.68401857478002, -51.41009083981761 -15.68409816182678, -51.4098934236834 -15.6842587667881, -51.40979396509517 -15.68437529623131, -51.40965977000887 -15.68439447557813, -51.40928944150669 -15.68477913670069, -51.41545894764804 -15.68614647713195, -51.43424220436082 -15.6903120239205, -51.43594501266553 -15.68783895248188, -51.43900121426925 -15.68338402139875, -51.45531840378884 -15.68664632628439, -51.46161256505366 -15.67493862293947, -51.46150115685259 -15.67491855030613, -51.43067939427504 -15.66877910306658, -51.43071800821606 -15.66898814386873, -51.43052977891102 -15.66904044576657, -51.43044399356842 -15.6689512725305, -51.43036421204263 -15.66920138943395, -51.43050585778113 -15.66925426969744, -51.43047607800498 -15.6693952048099, -51.43033919268865 -15.66954191974652, -51.43035909847612 -15.66969928888262, -51.43016236737741 -15.6698744656639, -51.43005885169912 -15.6701950173737, -51.43005187595311 -15.67049800316699, -51.42955197383423 -15.67062268930484, -51.42961319315092 -15.67073533520696, -51.42953390339636 -15.67106407232629, -51.42936505397292 -15.67106444870286, -51.42919238358129 -15.67131252432833, -51.42924908921522 -15.67142709930466, -51.42943475334534 -15.67142297101206, -51.42944685935107 -15.67148231288119, -51.42903567118626 -15.671790228731, -51.42881361607294 -15.67199330635247, -51.42879602148808 -15.67216974215903, -51.4288584214793 -15.6723262575495, -51.42895086992428 -15.67247593898596, -51.42872213110151 -15.67244419730982, -51.42840300221658 -15.67234137595463, -51.42806646972538 -15.67266460943712, -51.42793383553359 -15.67298375082465, -51.42770387629071 -15.67338995588845, -51.42737436034125 -15.67353092117204, -51.42723425655487 -15.6734538722805, -51.4271233182283 -15.67350935569413, -51.4269583391855 -15.67376219971716, -51.42682331227065 -15.67395058296655, -51.42695118938648 -15.67404595269326, -51.42695333696534 -15.67415591851962, -51.426538549952 -15.67424589720499, -51.42649142894087 -15.67453832276497, -51.42659004355428 -15.67465797057692, -51.42653462001339 -15.67477434866932, -51.42626273603874 -15.67476047172378, -51.42612956498944 -15.67493653079967, -51.42592218999598 -15.67487811481032, -51.42603622810089 -15.67518408445779, -51.42572937183668 -15.67521189765735, -51.4257474691731 -15.67540721860392, -51.42553714049562 -15.6755200823673, -51.42536198817968 -15.67546879935092, -51.42539008297894 -15.67573454049151, -51.42522079240155 -15.67577497222953, -51.42506711367084 -15.67587749016697, -51.42480431144116 -15.67582486799477, -51.42464569683837 -15.6758855132166, -51.42426223885375 -15.67543277281346, -51.42377723554021 -15.67520007405001, -51.42367295749317 -15.67525945429179, -51.42361565091477 -15.67556496055243, -51.42317626092286 -15.67550950346725, -51.42290341626403 -15.67569436671809, -51.42265383681616 -15.6756984667319, -51.42256358360541 -15.67592762389568, -51.42230088773749 -15.67609166105693, -51.42225660991512 -15.67634311862434, -51.42208259645443 -15.67646553975734, -51.42191578638038 -15.6764920299624, -51.42152841223215 -15.67674740268676, -51.42174246761245 -15.67688977168433, -51.42167763616326 -15.67705010850837, -51.42148610176048 -15.67701195658135, -51.42126824071497 -15.6768194197734, -51.42113796098413 -15.67685548510794, -51.42090509132107 -15.67709651717492, -51.42113476647901 -15.67725224098837, -51.42105622691958 -15.67736056343945, -51.42074441296169 -15.67735819918322, -51.4205041409495 -15.6772433367278, -51.42019172032116 -15.67767704249425, -51.42015185298399 -15.6776829593435, -51.42048511013259 -15.67794826108903, -51.42031397737052 -15.67808410214148, -51.42016758318828 -15.67788450371298, -51.41998645165184 -15.67791544958375, -51.41999814183241 -15.67797143206042, -51.41960702680091 -15.67814995446914, -51.41949036801807 -15.67814434101174, -51.4194726040826 -15.67823310084828, -51.41967069353907 -15.67841589282664, -51.41969894317708 -15.67852410318897, -51.41957882850352 -15.67859501900354, -51.41971586016324 -15.67872191409759, -51.41977420311921 -15.67883417630013, -51.41961550227299 -15.67893424800824, -51.41958675021116 -15.67908546090551, -51.41947341419893 -15.6791699168578))"
GO-5212204-B09F3674DFFF46D7AB8D2101F77AFC10,Jussara,GO,"POLYGON ((-51.46822626229207 -15.711865573187218, -51.468312999005946 -15.711722206208929, -51.47328925434469 -15.703496575797738, -51.47315962761876 -15.703462431588754, -51.46673411596414 -15.701850267409794, -51.4632531738124 -15.700943035765249, -51.45810681044767 -15.702328653372975, -51.4584522100895 -15.704729224836642, -51.45835727321855 -15.704739630621818, -51.45936723707606 -15.712052300762299, -51.46324214366958 -15.711170507083509, -51.46465790684106 -15.709267226367022, -51.46583261119975 -15.708278136907444, -51.46822626229207 -15.711865573187218))"
GO-5212204-B0DB916FE59C4F02AA797C8BBABA23EA,Jussara,GO,"POLYGON ((-51.25055360999998 -15.954371940000001, -51.25004416999998 -15.95465944, -51.24942888999999 -15.955442780000011, -51.248974719999985 -15.955819439999999, -51.24989471999999 -15.956535280000002, -51.251020279999985 -15.957668889999999, -51.251845829999986 -15.957714169999996, -51.252310559999984 -15.958216109999995, -51.252852499999996 -15.958561669999991, -51.253050559999984 -15.958688890000005, -51.25340638999999 -15.958630279999992, -51.25628582999999 -15.958074719999995, -51.25649999999999 -15.957672499999994, -51.256446669999995 -15.957225000000001, -51.25703666999999 -15.957345000000004, -51.259167219999995 -15.954079439999989, -51.25778805999999 -15.953418609999995, -51.25366471999999 -15.956043329999998, -51.25357332999999 -15.956101669999999, -51.25210749999999 -15.955443329999992, -51.25106332999999 -15.954280279999995, -51.25055360999998 -15.954371940000001))"
GO-5212204-B348A1C10B4943428EC43952E5FE1A9B,Jussara,GO,"POLYGON ((-51.33812427520752 -15.810794399185623, -51.33436918258667 -15.814428037410332, -51.335978507995605 -15.814262873452353, -51.33685827255249 -15.814200936933345, -51.33711576461792 -15.81430416445449, -51.33741617202759 -15.814386746433474, -51.33812427520752 -15.814779010373252, -51.34078502655029 -15.812569935108192, -51.34338140487671 -15.810236960275194, -51.343982219696045 -15.810030501029752, -51.341750621795654 -15.807119403244517, -51.33812427520752 -15.810794399185623))"
GO-5212204-BC0DD19983DE40DDA0F0E5BF93136C61,Jussara,GO,"POLYGON ((-51.405016384964654 -15.760034914872948, -51.42390140920576 -15.742920387428274, -51.42398591055765 -15.741266098433893, -51.42014589570283 -15.737069644852063, -51.419935177476574 -15.736274493406954, -51.41989539094445 -15.736126849478609, -51.416528621797106 -15.73560814626094, -51.41558343586126 -15.736889712076206, -51.41420042670874 -15.736817126454898, -51.406200007785344 -15.732830965063762, -51.400299328712386 -15.72987940780303, -51.39199392361393 -15.729242759956701, -51.390753892452764 -15.730402885771557, -51.386578135028365 -15.73429449201921, -51.385427777277464 -15.735366530752948, -51.38536980615367 -15.73541292031824, -51.38127740629017 -15.740109669211398, -51.386031852065095 -15.743659445581523, -51.385976434009976 -15.743971620020787, -51.389402072213365 -15.746102509140346, -51.39392770130038 -15.75172503437099, -51.39732941142194 -15.755891741051975, -51.40098503129282 -15.758079878225317, -51.402413487209024 -15.758641547429955, -51.40299234455167 -15.759057873620195, -51.40432069681505 -15.75978705333828, -51.405016384964654 -15.760034914872948))"
GO-5212204-BC6E2EE9073D4CE6BCB517FA6E9EBF87,Jussara,GO,"POLYGON ((-51.32537841796874 -15.831005683368863, -51.32870435714722 -15.82745491968907, -51.327738761901855 -15.826360776446784, -51.32436990737914 -15.829767051961818, -51.3214087486267 -15.832677823724321, -51.32085084915161 -15.83329713145518, -51.32046461105347 -15.834122872143215, -51.32063627243042 -15.834122872143215, -51.320732831954956 -15.834122872143215, -51.32082939147949 -15.834122872143215, -51.320979595184326 -15.83418480255875, -51.32112979888916 -15.834205446026377, -51.32132291793823 -15.834246732955318, -51.3214087486267 -15.834267376416609, -51.321516036987305 -15.834267376416609, -51.321773529052734 -15.834329306787858, -51.322031021118164 -15.834329306787858, -51.32215976715088 -15.834391237140112, -51.322288513183594 -15.834411880586645, -51.32537841796874 -15.831005683368863))"
GO-5212204-BCCDDA00F01E4C72BA80402253DCB38A,Jussara,GO,"POLYGON ((-51.42390140920576 -15.742920387428274, -51.405016384964654 -15.760034914872948, -51.40498362373276 -15.760178989653042, -51.40508058006112 -15.760254387265682, -51.40467709130308 -15.760339574761163, -51.40453249802824 -15.760297624587482, -51.40451653202567 -15.760626273458726, -51.40458550218618 -15.760664476735938, -51.40440457269003 -15.760847338778877, -51.40479401261766 -15.761068196028951, -51.40453530340793 -15.761195694547549, -51.40428710921117 -15.76140055922695, -51.40445156234698 -15.76161839919868, -51.404036007320144 -15.76169312108081, -51.40385675120123 -15.761920368030736, -51.403797447349234 -15.762096946947686, -51.40367950709573 -15.762079446354967, -51.4035277510441 -15.762239923783886, -51.403715035356214 -15.762295627302663, -51.40342446615733 -15.762505451394807, -51.40328039331933 -15.7624913439498, -51.40329257999116 -15.762753403104853, -51.40314413477424 -15.762936294379651, -51.40307586172649 -15.762825856433743, -51.40273302781583 -15.762901254921948, -51.402622920833394 -15.76311643965149, -51.4024271595633 -15.7630228715174, -51.402263805494044 -15.76331517882118, -51.40212170425923 -15.763544073430333, -51.40196717890635 -15.763437048927571, -51.401906235816526 -15.763777894780135, -51.4018890558947 -15.76444067954362, -51.40207255719228 -15.764423344835997, -51.402021465416794 -15.764599456094643, -51.40169801384301 -15.764611082284443, -51.40168669714621 -15.76479037464624, -51.40131367288734 -15.76470653448591, -51.4010604310605 -15.765339739897993, -51.40093649491406 -15.765454962240014, -51.40074890489878 -15.765387323604088, -51.400547855726614 -15.76564462219615, -51.40037883743149 -15.765716804353747, -51.400481017856855 -15.765980144642546, -51.40016172919792 -15.766259357319463, -51.400320333951235 -15.766637045657347, -51.40014664683382 -15.766852074830023, -51.40003618088809 -15.766743521581276, -51.3998465705828 -15.76717021595317, -51.40001205993083 -15.767535687275387, -51.40062821603809 -15.767585994392169, -51.400429071997735 -15.767768615526284, -51.40044240015399 -15.767995505467399, -51.40017087801602 -15.76825998484185, -51.400133935237534 -15.768416361537811, -51.39982374531416 -15.768624408949057, -51.39998219553313 -15.768922542048744, -51.399877899485126 -15.76896178823146, -51.399920826434965 -15.769286621932213, -51.39976171557989 -15.769509398784082, -51.399955684000595 -15.769876535415925, -51.399795961828666 -15.76988270506133, -51.399800816693165 -15.770407221036228, -51.39967999123054 -15.77053961376626, -51.399701960186654 -15.770840980862399, -51.40051498482911 -15.770731815229047, -51.40304053731623 -15.770374849192228, -51.42725494475929 -15.76713642062212, -51.42702424960118 -15.766371242432198, -51.4291863677981 -15.764376207199913, -51.429126601285375 -15.761834257071147, -51.42656605390624 -15.759171104160396, -51.42581460537856 -15.75376804175842, -51.42638693615484 -15.75193551764507, -51.42570085307852 -15.74903660623664, -51.423686756245324 -15.747129478358667, -51.42390140920576 -15.742920387428274))"
GO-5212204-BE591775498E412EB7E493B69772012F,Jussara,GO,"POLYGON ((-51.33790110830502 -15.91192444156175, -51.33746082830722 -15.91203333156182, -51.33354888832678 -15.91408139156276, -51.33500999831762 -15.92418889156548, -51.33508082831718 -15.92467833156562, -51.33526332831622 -15.9246991715656, -51.33638027831046 -15.92521472156564, -51.33722332830608 -15.92576972156571, -51.3383996453188 -15.92639250427695, -51.33972138829314 -15.9269063915658, -51.34063424928014 -15.92723173481805, -51.34235084386643 -15.92745855331414, -51.34315197624499 -15.92735551658415, -51.3442767510461 -15.92722722962272, -51.34537951543772 -15.92721122792007, -51.345619998263 -15.92721000156531, -51.34604082826323 -15.91381528156149, -51.34608916826329 -15.91222389156103, -51.33790110830502 -15.91192444156175))"
GO-5212204-C020E51A64DE4DFAA0647BE31783FF65,Jussara,GO,"POLYGON ((-51.312556745766 -15.87547186435, -51.312556745766 -15.87547186435, -51.30894184112549 -15.876066054911051, -51.30520820617676 -15.876685229464451, -51.29812717437744 -15.87773782183762, -51.288878917694085 -15.879182547511778, -51.285162873421 -15.87857225477, -51.28220558166504 -15.877964850844084, -51.28147602081298 -15.880771733784396, -51.291720962659 -15.883633980718, -51.30123853683472 -15.879368297203788, -51.30362033843994 -15.885085176166392, -51.314009010979 -15.880235010145, -51.31406306829501 -15.880210133541, -51.314305831401 -15.879684163653, -51.314375865502 -15.879266395578, -51.314325541683 -15.879124769512, -51.31425702493601 -15.879334407359, -51.314125358268 -15.879305307674, -51.314186665404 -15.878945917116, -51.31400116426101 -15.878365792879, -51.313388642649 -15.878263150261, -51.313613434264 -15.878490280982, -51.313255258688 -15.878524529557, -51.31330513359101 -15.878720760549, -51.3130503534 -15.878756658089, -51.31263256072998 -15.878645936328164, -51.31239652633667 -15.878418908089348, -51.31269693374633 -15.877779099857829, -51.31334066390991 -15.877696543808954, -51.313507673592 -15.87744881761, -51.3134581836 -15.877308112214, -51.31314754486084 -15.87682970325308, -51.312782764434814 -15.876334364117838, -51.312616037548 -15.875712425146, -51.312634088152 -15.875460170043, -51.312556745766 -15.87547186435))"
GO-5212204-C1B09E9FD9214A2EA281C3801C9E1953,Jussara,GO,"POLYGON ((-51.3703800422925 -15.7676008569255, -51.3592784724017 -15.7803911711394, -51.3635093149122 -15.7861188545486, -51.3720835362615 -15.7978590745412, -51.3777330579701 -15.8055952432293, -51.3778233764056 -15.8057098993406, -51.3869218038384 -15.8045242397658, -51.3895404088739 -15.8042066727091, -51.3868067336235 -15.7989001398469, -51.3959028823791 -15.7904798067145, -51.3962531666129 -15.790129305129, -51.3962856797289 -15.7900923610396, -51.3962614838245 -15.7900851728108, -51.3960044832582 -15.7900083455439, -51.3958329529142 -15.7899519745231, -51.3956566192343 -15.7898740959455, -51.395632136787 -15.7898635632179, -51.3956274676045 -15.7898631196926, -51.39541625976562 -15.789796473458367, -51.395155134729 -15.7898190477062, -51.394992928573 -15.7898042449259, -51.39485836029053 -15.789817121455675, -51.394751071929925 -15.789858417443943, -51.3945914355527 -15.7898434859514, -51.3943744118037 -15.7898710008593, -51.394150257110596 -15.78994100939525, -51.39404296875 -15.78994100939525, -51.3937244891029 -15.7900650103984, -51.3935751884874 -15.7901094882497, -51.3913594826299 -15.7894649284245, -51.389426329839 -15.7878010761151, -51.3878300643654 -15.7858894403731, -51.3877566059046 -15.7858015177155, -51.3855150751659 -15.7844017063881, -51.3835072517395 -15.782032677362125, -51.3831058140348 -15.777739013596, -51.3762823674032 -15.7685396210466, -51.3745316692253 -15.7703333698392, -51.3703800422925 -15.7676008569255))"
GO-5212204-C314E7EC753C403AB9968098ED2C6FCD,Jussara,GO,"POLYGON ((-51.32160186767578 -15.836538144280743, -51.329498291015625 -15.82846648081333, -51.328725814819336 -15.827537496297163, -51.323060989379876 -15.833524210480837, -51.32273912429809 -15.833978367766443, -51.323018074035645 -15.834060941708673, -51.321022510528564 -15.836083992750046, -51.32160186767578 -15.836538144280743))"
GO-5212204-C36EFCBB660143D29A145ACEC1F9977C,Jussara,GO,"POLYGON ((-51.3722592975 -15.7194624266667, -51.3632075 -15.72477778, -51.3631998583333 -15.7247630294445, -51.3542933833333 -15.7285804066667, -51.3720319552777 -15.7349849472222, -51.3722451805555 -15.7349267713889, -51.3756521183333 -15.7361124552778, -51.3811996863889 -15.7402011691666, -51.3854242002778 -15.7353658311111, -51.3854235413889 -15.7351488216666, -51.3853872408333 -15.7349980322222, -51.3853346255556 -15.7347123027778, -51.3853219816666 -15.7343683230555, -51.3852931336111 -15.73400599, -51.3853032383333 -15.7336641677778, -51.3852758002778 -15.7333079416667, -51.3850733202778 -15.7327132327778, -51.3851769413889 -15.7323864577778, -51.3851301686111 -15.7321672811111, -51.3845117283334 -15.7315258691667, -51.3844656397222 -15.7313155977778, -51.3844503430555 -15.7310809444445, -51.3844834383333 -15.7303269125, -51.3843725247222 -15.7297745844444, -51.3844686869444 -15.7293981266667, -51.3845549297222 -15.7292621597222, -51.3844763213889 -15.7286060547222, -51.3842696925 -15.7279399944444, -51.3843073602778 -15.7273314544444, -51.3838910061111 -15.7265332766667, -51.3839577936111 -15.7262981713889, -51.3837240458333 -15.7260168127778, -51.3836172419444 -15.7257907394444, -51.3834695933333 -15.7252689047222, -51.3832606625 -15.7248896597222, -51.3833894725 -15.7246002, -51.3832276052778 -15.724423705, -51.3825431416666 -15.7246427619444, -51.3810206563889 -15.7249390777778, -51.3797841666666 -15.7251834025, -51.3782659736111 -15.7254905955555, -51.3771322036111 -15.7256094933333, -51.3762957163889 -15.7258276272222, -51.3755406672222 -15.7255591561111, -51.3747913916667 -15.7258688816667, -51.3741623691667 -15.726185385, -51.3725488888889 -15.7259681244444, -51.3718871141666 -15.7258612647222, -51.3716282758333 -15.725982245, -51.3714820383333 -15.725951995, -51.3722592975 -15.7194624266667))"
GO-5212204-C89768295EC14B488BC2A10A70813D1B,Jussara,GO,"POLYGON ((-51.43900139 -15.68338417, -51.43594541707684 -15.687839006948856, -51.43949238110766 -15.68927024309553, -51.43993344057038 -15.693201676650167, -51.4403325415427 -15.693228085020829, -51.4409328986897 -15.698577185682073, -51.44690791512693 -15.698459368785716, -51.44612674624664 -15.704144499212235, -51.44299111 -15.70612194, -51.44130787494451 -15.7067732055602, -51.447077428881705 -15.714183115775368, -51.44886944 -15.713001669999999, -51.450369720000005 -15.7112275, -51.45389056 -15.71115444, -51.45656889 -15.698389169999999, -51.45493667 -15.69529333, -51.45338667 -15.69459306, -51.45144028 -15.69373111, -51.45245111 -15.691984999999999, -51.45266611 -15.69158278, -51.45531833 -15.686646390000002, -51.43900139 -15.68338417))"
GO-5212204-CA4C71E570B14DB591B595D9489A2B89,Jussara,GO,"POLYGON ((-51.313046919987976 -15.925938617113909, -51.31845912027341 -15.923744005762247, -51.31919738856061 -15.923423328408031, -51.31976753032521 -15.923155586716607, -51.319899102285724 -15.923250610910312, -51.31997950737271 -15.923298123007166, -51.32005991245969 -15.923334670773976, -51.32013666276999 -15.923374873317467, -51.32023534174038 -15.92341873063764, -51.32033036593408 -15.923469897511172, -51.32043635445783 -15.92353202871475, -51.32050579521477 -15.923564921704878, -51.32057889074839 -15.923601469471688, -51.32067756971878 -15.923638017238499, -51.32077990346585 -15.923663600675265, -51.32088954676628 -15.923678219781989, -51.32099553529003 -15.9237147675488, -51.32103469592062 -15.92363610084333, -51.32161313921722 -15.922474444494652, -51.321739608017786 -15.9222105012714, -51.321895207421036 -15.921892065283354, -51.32191872826107 -15.921857688671007, -51.32181197983325 -15.9218450236033, -51.32158762720531 -15.921852260784847, -51.32137593964507 -15.921859497966393, -51.32119501010641 -15.921870353738713, -51.3210882616786 -15.921875781624873, -51.32099598761388 -15.921857688671007, -51.32092723438918 -15.921810646990954, -51.32085397342526 -15.92175758520665, -51.32081118592847 -15.92168584550578, -51.32077914749234 -15.921638044922823, -51.32076108843857 -15.92156974323316, -51.32076343651094 -15.92104631551551, -51.32076620709977 -15.920527856561833, -51.32078495779674 -15.919920209151549, -51.32077862642284 -15.919828747684278, -51.32077941853886 -15.919717148918098, -51.3206844753156 -15.919702817865529, -51.31835747065497 -15.919672364378824, -51.318264318813284 -15.919672364378824, -51.318185498024164 -15.919675947141966, -51.31810488585347 -15.919695652339247, -51.31802427368278 -15.919729688589094, -51.31795261841994 -15.919765516220512, -51.31788583050924 -15.919826689738802, -51.31783495925389 -15.919875609988031, -51.31778771398232 -15.919928170025852, -51.31774415068449 -15.91999466139848, -51.31770789418525 -15.920068041847658, -51.31767892149912 -15.92013086872999, -51.317672267204095 -15.9202097788501, -51.317690181019806 -15.92030293069179, -51.31772242588808 -15.92038175148091, -51.31784952273112 -15.920428883849652, -51.31800879176995 -15.920385164268078, -51.31813455035851 -15.920863575598974, -51.318025330704884 -15.921336637733623, -51.31791226820494 -15.921445831015754, -51.31670788981096 -15.922037222051658, -51.31573932203549 -15.922279558382362, -51.309252068204856 -15.924672804230294, -51.30921414518296 -15.92466153641656, -51.30920978066306 -15.92466315343541, -51.30908080118996 -15.924706146593113, -51.30901272869026 -15.92473839146139, -51.30900556316398 -15.92477780185595, -51.31088293105031 -15.925343878432361, -51.311968508282284 -15.925659161588845, -51.313046919987976 -15.925938617113909))"
GO-5212204-CA6A8154990C4D92B41EE734F4B8FEEB,Jussara,GO,"POLYGON ((-51.4565768223 -15.72842014, -51.4565444451 -15.7282911561, -51.4567963256 -15.7280315585, -51.45668530790001 -15.7278591284, -51.45632275719999 -15.7276539377, -51.4565744997 -15.7274875289, -51.4564179473 -15.7271284827, -51.4567067148 -15.7265975962, -51.45879901320001 -15.717132832, -51.4570903302 -15.7168036745, -51.4567148781 -15.7183510015, -51.45493073680001 -15.726496446, -51.4549487451 -15.7276699241, -51.4561144925 -15.7281855233, -51.45644386 -15.7283393982, -51.4565768223 -15.72842014))"
