cod_imovel,municipio,cod_estado,geometry
GO-5212204-CC710126509D41038EA24A25CC12E236,Jussara,GO,"POLYGON ((-51.305058002471924 -15.904876293603703, -51.31040096282958 -15.897302654840685, -51.30321264266968 -15.888800028555444, -51.30115270614624 -15.88632346791274, -51.293063163757324 -15.884115175645512, -51.2902307510376 -15.89259736235957, -51.291046142578125 -15.892721187255589, -51.29149675369262 -15.892638637333366, -51.29199028015136 -15.892700549778208, -51.292290687561035 -15.89251481238656, -51.29295587539673 -15.892721187255589, -51.29362106323242 -15.89319584865115, -51.29499435424805 -15.894145168083366, -51.296045780181885 -15.895238943615338, -51.297075748443596 -15.895981882095102, -51.29896402359009 -15.897240743811928, -51.30044460296631 -15.898396413206898, -51.30061626434326 -15.899345708100281, -51.30070209503173 -15.899572712737116, -51.300777196884155 -15.899686214959463, -51.30085229873657 -15.899799717117766, -51.301002502441406 -15.899985447784118, -51.3012170791626 -15.900171178278962, -51.30134582519531 -15.900418818671954, -51.30162477493286 -15.900872825267228, -51.301796436309814 -15.90107919156264, -51.30215552114262 -15.90203034167297, -51.3022255897522 -15.903039660808068, -51.303019523620605 -15.903617479675944, -51.30409240722656 -15.904009570105016, -51.305058002471924 -15.904876293603703))"
GO-5212204-CE5E071E653F445E8EA2609440D42C75,Jussara,GO,"POLYGON ((-51.423985910557676 -15.74126609843781, -51.42368675624533 -15.747129478362583, -51.42570085307851 -15.749036606240574, -51.426386936154834 -15.751935517649022, -51.42581460537854 -15.753768041762392, -51.42656605390622 -15.759171104164343, -51.42912660128537 -15.761834257075096, -51.4291863677981 -15.764376207203869, -51.42702424960119 -15.76637124243619, -51.42725494475929 -15.767136420626095, -51.42850081017912 -15.77124445594123, -51.42732548155227 -15.776571281995391, -51.43450888999999 -15.785146940000002, -51.44971139 -15.774048889999976, -51.450323609999984 -15.773381110000004, -51.457485711883486 -15.750752874674962, -51.457498432519614 -15.75048891428691, -51.45968249800196 -15.743457750982323, -51.458350301726824 -15.743215561396154, -51.45813856843593 -15.744286387131904, -51.456782772037805 -15.744303877345661, -51.456742234362125 -15.744083286623859, -51.45670197017561 -15.743608931866119, -51.45711943305341 -15.74102338118581, -51.457748650588314 -15.740984484427406, -51.45820917534233 -15.740845289807336, -51.458236396812545 -15.739913078975269, -51.457632131603205 -15.74008937031057, -51.45642213853314 -15.74038797868664, -51.45310610163864 -15.741462201903738, -51.45031837925468 -15.736355681346076, -51.450347919125015 -15.735383289966512, -51.419932303319015 -15.736263827701226, -51.42014589570284 -15.737069644855993, -51.423985910557676 -15.74126609843781))"
GO-5212204-CEAFB76B8EA14062854C222248878EC8,Jussara,GO,"POLYGON ((-51.25196779174161 -15.95526323614424, -51.25365396524431 -15.95610771766227, -51.25783251573105 -15.95333980800461, -51.25701427459717 -15.949940763087143, -51.25574834975261 -15.95035384444099, -51.25538551122677 -15.95087295462612, -51.2551081908487 -15.95129602297779, -51.25511398597318 -15.95194049327954, -51.25456394159197 -15.95225813158809, -51.25373265603462 -15.95300285085434, -51.25322109561382 -15.95324724248385, -51.25252962998903 -15.95340126413378, -51.25214338302612 -15.953344947842384, -51.25177070383772 -15.95330710565432, -51.25093073564526 -15.95383695103056, -51.25196779174161 -15.95526323614424))"
GO-5212204-CFFEFFF2769A4055A61320097E500EB8,Jussara,GO,"POLYGON ((-51.344476198171584 -15.832538174004936, -51.34443852418708 -15.832713446053924, -51.34275500004258 -15.84089138886622, -51.340404444489984 -15.85138694445585, -51.33894111113919 -15.858486388867489, -51.338768611070684 -15.858975833314371, -51.33624777778852 -15.871178888895177, -51.336478260241925 -15.87147998936486, -51.33878519801014 -15.871582153551488, -51.3403483323918 -15.870926598643134, -51.340886601513105 -15.87070618598308, -51.341362177331455 -15.870545426106421, -51.34144414034235 -15.870473913973104, -51.3488697490026 -15.846897573139946, -51.3487926273716 -15.846860866676554, -51.3484278697846 -15.846663830231469, -51.34820828235639 -15.846379410569234, -51.347978889652495 -15.846040673613718, -51.34771642802595 -15.845642268564362, -51.35170867672784 -15.838964420954825, -51.3523165967367 -15.833831324163075, -51.344476198171584 -15.832538174004936))"
GO-5212204-D06FA1D1899847B1932E9F802BD14498,Jussara,GO,"POLYGON ((-51.46822626229207 -15.711865573187218, -51.46583261119975 -15.708278136907444, -51.46465790684106 -15.709267226367022, -51.46324214366958 -15.711170507083509, -51.45936723707606 -15.712052300762299, -51.45835727321855 -15.704739630621818, -51.4584522100895 -15.704729224836642, -51.45810681044767 -15.702328653372975, -51.4632531738124 -15.700943035765249, -51.46330203183611 -15.700700314786841, -51.46431916916158 -15.695465866170984, -51.457272071873035 -15.69510108845388, -51.4552284722171 -15.692609238370714, -51.45266606493203 -15.691582846432198, -51.45245106292754 -15.691985066025968, -51.45144039099713 -15.693731161679777, -51.45338655609909 -15.694593035643653, -51.45493654138573 -15.69529339581478, -51.45656882225459 -15.698389120820753, -51.45389056034279 -15.711154357449919, -51.45289708410594 -15.715910137473227, -51.45709612028516 -15.716729914142352, -51.46263499186307 -15.717807445233634, -51.463761018510944 -15.718728397022774, -51.464230578263894 -15.718127225605162, -51.46625376580867 -15.71528933966457, -51.46822626229207 -15.711865573187218))"
GO-5212204-D7C048E5C31F4DA5A37066D256069D00,Jussara,GO,"POLYGON ((-51.31963278490446 -15.9113424604403, -51.31940209525066 -15.91185690023368, -51.31893071578301 -15.91256567449098, -51.31688932097912 -15.91700871947377, -51.31727355969782 -15.9172216523877, -51.31724842786884 -15.91735837960737, -51.31730579806842 -15.91763649438347, -51.31741207810552 -15.91778443737537, -51.31758296676038 -15.91765565019077, -51.31774252366104 -15.91802085398499, -51.31768236602161 -15.91809181895349, -51.31788709825119 -15.9184055797609, -51.31804735386944 -15.91904786028358, -51.31763481117261 -15.91933977523276, -51.31713232003255 -15.91955689505186, -51.31677118851818 -15.91973004193865, -51.31676131867838 -15.92014481915269, -51.31723750999684 -15.92049191157363, -51.31769885819855 -15.92058340219507, -51.31757552637828 -15.920228177339, -51.31764642288414 -15.91998105421856, -51.31789799791402 -15.91970452799269, -51.31820099441285 -15.9195882926429, -51.32068707334135 -15.91962450889004, -51.32074413296375 -15.91827864011224, -51.321655492925 -15.91858321010666, -51.32243502049044 -15.91849829718983, -51.32257473890764 -15.91831060048217, -51.32336586900478 -15.91787086918891, -51.32348528377431 -15.91807377289252, -51.32431220013929 -15.9176850716079, -51.32475555515473 -15.91843455603908, -51.33231746759694 -15.91453036288234, -51.3323754172014 -15.91160795182324, -51.31963278490446 -15.9113424604403))"
GO-5212204-D99E7FB413AF499E8845CAA36FC4353B,Jussara,GO,"POLYGON ((-51.29202125469679 -15.88683969020894, -51.2928701595413 -15.88397353208358, -51.28135705459486 -15.88068556440028, -51.28077636100955 -15.88320694712611, -51.27883911377915 -15.89197562331911, -51.27831291051863 -15.89441693647289, -51.27789869671063 -15.89638328097104, -51.27711666023499 -15.89984842135258, -51.28181150862188 -15.90004175708838, -51.28493499290581 -15.8922598381504, -51.28499201079496 -15.89233205279809, -51.28504106071757 -15.89237355493508, -51.28521313862826 -15.8923354547813, -51.28533453099644 -15.89236442725219, -51.28541559466026 -15.89232862053718, -51.28549371427031 -15.89233163479017, -51.28555763036309 -15.89233410093698, -51.28562717933785 -15.89235238146493, -51.28570844540853 -15.89239437432442, -51.28574067831369 -15.89242656531971, -51.28581590120887 -15.89245259778661, -51.28590585166728 -15.8924714501564, -51.28596746970415 -15.89248917905357, -51.28605415525222 -15.89249198469408, -51.28618465050355 -15.89245141080553, -51.28623509916626 -15.89244563914927, -51.28638785413487 -15.89242058400837, -51.28644447177668 -15.8924227678767, -51.28650233685576 -15.89246366504454, -51.28660195624328 -15.89255190128142, -51.28669925631689 -15.89264668418141, -51.28676777968295 -15.89265686468376, -51.28681968112316 -15.89268143514568, -51.28687541468053 -15.89268358467266, -51.28697847614029 -15.89264232533061, -51.28711901725576 -15.89254133719375, -51.28720643804005 -15.89250634937796, -51.28747170308836 -15.89247029879515, -51.2875573332295 -15.89246586118058, -51.28772101040692 -15.89252619870001, -51.28790497698789 -15.89264022928493, -51.287976068369 -15.8926883520768, -51.28810346510319 -15.89273087983668, -51.28819877118265 -15.89274954982828, -51.28827304285169 -15.89276737934793, -51.28833946809565 -15.89279624865173, -51.28842118778762 -15.89280813381795, -51.28847598679803 -15.89279806554158, -51.2885649347063 -15.89280194489542, -51.28861255536388 -15.89283486526166, -51.28870490957067 -15.89281262156278, -51.2887649058159 -15.89281564874107, -51.28882656435814 -15.8927675114342, -51.28887105782733 -15.89274870506323, -51.2889488421941 -15.89271334393577, -51.28902841371856 -15.89266925899913, -51.28911417471127 -15.89261417111301, -51.28922612205052 -15.89256067535981, -51.28943011031004 -15.8925458547964, -51.28952285027389 -15.89252714148649, -51.2895875555354 -15.89250940609979, -51.28963151455459 -15.89248758201803, -51.28972197863124 -15.8924544157563, -51.28982818270293 -15.89245669028552, -51.28992297991197 -15.89246050952127, -51.28997786046336 -15.89244870350188, -51.29002408348682 -15.89244327014723, -51.29010392858706 -15.89242359727704, -51.29020615295243 -15.89244550356364, -51.29078208605946 -15.89090122895412, -51.29202125469679 -15.88683969020894))"
GO-5212204-DA0E3C866893466CA994D0B0178498F2,Jussara,GO,"POLYGON ((-51.30728411208417 -15.76866148922851, -51.30296716733438 -15.77105187057569, -51.30757009895142 -15.77301029866662, -51.30718192081507 -15.77394581888618, -51.30631828275673 -15.77368888484729, -51.30547172528424 -15.77383939637788, -51.31104061278493 -15.78444634659695, -51.31357784576421 -15.78129521639244, -51.31614445967451 -15.78772391683718, -51.3222432686144 -15.78494882674267, -51.32324333476485 -15.79059585322051, -51.32333349583008 -15.7906581887792, -51.32813477345387 -15.79114437964438, -51.329194917394 -15.79102957261116, -51.33266184819141 -15.79555920508631, -51.33639946751129 -15.79116742426019, -51.33218910361972 -15.78375159871365, -51.33354140032474 -15.77915522024943, -51.33520948376649 -15.77341036063292, -51.33421569968683 -15.77322175872663, -51.33133216777214 -15.77588625338817, -51.3256727314359 -15.77523177666317, -51.32573559990976 -15.77594511160283, -51.32462509723225 -15.77661080279508, -51.32403657531331 -15.77777935658224, -51.32504597566783 -15.77938142301124, -51.32503894510474 -15.78017228490344, -51.32058018949322 -15.77808753987306, -51.31841762988067 -15.77629634282111, -51.31556573952652 -15.77103448751965, -51.31379196022678 -15.77007178968587, -51.31312811152981 -15.7700609296108, -51.31224277232186 -15.76970314010984, -51.31067523435907 -15.7697385160729, -51.31001895745043 -15.77093831104135, -51.30930552779043 -15.77207030020973, -51.30728411208417 -15.76866148922851))"
GO-5212204-DD210C6E045D48DCBBE38A2FAEEE5520,Jussara,GO,"POLYGON ((-51.324048042297356 -15.927409792707541, -51.32460594177246 -15.926997113981676, -51.32582902908325 -15.926997113981676, -51.326773166656494 -15.92691457813473, -51.327245235443115 -15.926254290137651, -51.32793188095093 -15.925924145324853, -51.328747272491455 -15.925800340880118, -51.32904767990112 -15.926666970390286, -51.32939100265503 -15.926708238368896, -51.32990598678589 -15.925717804541204, -51.330721378326416 -15.92468609744242, -51.33192300796509 -15.924438486949951, -51.33303880691528 -15.924644829048212, -51.33387565612793 -15.924706731636336, -51.335055828094475 -15.92476863420539, -51.33533477783203 -15.924397218504867, -51.33537769317627 -15.922209978779238, -51.334519386291504 -15.913832217627853, -51.32986307144165 -15.916246534382402, -51.325249671936035 -15.918743361365443, -51.32645130157471 -15.920476677550855, -51.323790550231934 -15.921838558346659, -51.324048042297356 -15.927409792707541))"
GO-5212204-E60476C645D74B1FABA244292F6A832C,Jussara,GO,"POLYGON ((-51.41648769378662 -15.700102406288762, -51.41305446624756 -15.703015038476815, -51.4101957865 -15.7066024136, -51.414330491 -15.7072449911, -51.4165931333 -15.7057269282, -51.41648769378662 -15.700102406288762))"
GO-5212204-E8645BFEDF4047F3B7A323A4137BD120,Jussara,GO,"POLYGON ((-51.35058925166667 -15.810589649722223, -51.34586281333333 -15.8153671375, -51.34516786138889 -15.816451376666667, -51.34479090916667 -15.817013838055555, -51.34298588972222 -15.819841377777777, -51.33568663583333 -15.831121948333333, -51.34130342 -15.832028859722222, -51.34446973888889 -15.832540905277778, -51.352310277777775 -15.8338342, -51.35230420222222 -15.833777165, -51.35281371638889 -15.829307483333332, -51.352821265833335 -15.82913751138889, -51.35371149444445 -15.821131139722223, -51.35357685333334 -15.821139495555556, -51.352972826944445 -15.820902896388889, -51.35261526888889 -15.820991682222223, -51.352439948055554 -15.820986475, -51.352358735 -15.820907049166667, -51.3523300025 -15.820658358055555, -51.35232297333334 -15.820257488333333, -51.35224870527778 -15.820202270555555, -51.35208332 -15.820136660555555, -51.35188324805556 -15.82002918611111, -51.35173253916667 -15.820038385833334, -51.35145519333334 -15.819962830555555, -51.35137716111111 -15.819884222777779, -51.35140471611111 -15.819723131388889, -51.35134961777778 -15.819480831666667, -51.35125090388889 -15.819476265, -51.35109929694445 -15.819676495, -51.3510510825 -15.819673084444444, -51.35099327638889 -15.819515690277777, -51.35109296361111 -15.819391538888889, -51.35100978416666 -15.81928442138889, -51.350913928611114 -15.819303020555555, -51.35078824861111 -15.819299611944444, -51.350650154166665 -15.819328475277779, -51.350418734722226 -15.819453855277779, -51.350400899444445 -15.819610884444444, -51.350472978333336 -15.819645786111112, -51.35037364944444 -15.819783954722222, -51.35004780861111 -15.819760306388888, -51.34980150388889 -15.819557013611112, -51.34935160111111 -15.81946314638889, -51.34928573972222 -15.819429435, -51.34940349083333 -15.819345771666667, -51.34949196555556 -15.819262455555556, -51.3494816275 -15.819182010833334, -51.349381235555555 -15.819072326666667, -51.349354068055554 -15.818887198333334, -51.34958147 -15.818933805277778, -51.349906903611114 -15.8187051425, -51.34956007666667 -15.818376107222223, -51.34967205277778 -15.81826223638889, -51.34961737555555 -15.818185858055555, -51.34920639472222 -15.818247735555556, -51.34908445083333 -15.817916262777779, -51.34901839861111 -15.817688547777777, -51.34908840972222 -15.817611051944445, -51.3527271525 -15.815737782222222, -51.35417748194445 -15.81566770861111, -51.35374785 -15.8152397125, -51.35371644166667 -15.815220688333333, -51.35058925166667 -15.810589649722223))"
GO-5212204-ED546975E9DA42B19C6ED84E8C72955E,Jussara,GO,"POLYGON ((-51.319643548337375 -15.90775977189056, -51.332558746272014 -15.908036183924995, -51.33292487806713 -15.898817984929229, -51.333068139642286 -15.897311774677727, -51.33312913958195 -15.895029096127711, -51.31600375095266 -15.894287099545858, -51.315983678899215 -15.89439667120707, -51.31567472083497 -15.894494659278864, -51.31578348907836 -15.894707419521845, -51.31599571303402 -15.894589647711358, -51.31594707378959 -15.895069871609392, -51.315677575794474 -15.895259254529133, -51.31556677263887 -15.895640929490233, -51.31565437142398 -15.895876402989542, -51.31513890553892 -15.896112295443078, -51.314954877454625 -15.89628732329169, -51.31467791984052 -15.896396997764471, -51.314678877178224 -15.896706376330055, -51.31432957979064 -15.89669736504441, -51.31443020538348 -15.896870233523646, -51.314618345044174 -15.897146179582686, -51.31471604938218 -15.897164244671766, -51.31498918223256 -15.897117361164238, -51.31536018507228 -15.896703240814398, -51.31548411753803 -15.896707390305833, -51.315610917758185 -15.896501744446812, -51.315679223046395 -15.896435460068377, -51.31577245631185 -15.896467950623327, -51.316067882737215 -15.896466596721696, -51.31632985822299 -15.896424284204345, -51.31644949528468 -15.896489407760047, -51.316343025543084 -15.896881798609956, -51.31613238512259 -15.896962159361683, -51.31587349076973 -15.897117661756175, -51.31592718365096 -15.897307349914513, -51.31584518997659 -15.89752160924114, -51.31545635504275 -15.898026693614671, -51.31493019992796 -15.898156656999475, -51.31501789621241 -15.898400492906195, -51.315556467814424 -15.898792358061955, -51.31602797703043 -15.899154233519734, -51.3162250214759 -15.899598052259106, -51.316709659671474 -15.900036100884453, -51.31689683326414 -15.900114767076932, -51.31768265863374 -15.900075707031275, -51.317959343856096 -15.90021868049938, -51.31807381066138 -15.900410104753508, -51.3181717251233 -15.900673541826459, -51.31838899608051 -15.90095807502764, -51.318618092066956 -15.901116513482439, -51.31881311332262 -15.90115884217932, -51.31887385693437 -15.901433498593754, -51.31882392197178 -15.901769693412172, -51.31791266771273 -15.902201972591715, -51.31749616920559 -15.902499516089321, -51.31732968101833 -15.902769498327503, -51.31773994409314 -15.90309928495595, -51.318434082481915 -15.903186099365888, -51.319537985682594 -15.903160123949728, -51.31970523204783 -15.903560898447806, -51.31960565298872 -15.903724387220077, -51.31898071305854 -15.903747396366136, -51.319005981136975 -15.903983213348605, -51.319249410936564 -15.904295144423786, -51.31949777092773 -15.90448085527989, -51.31975641081566 -15.90473364826381, -51.319982537243376 -15.90517297385372, -51.319940159977634 -15.905549857354192, -51.32012405575323 -15.905831933794078, -51.3203685044645 -15.906088652439387, -51.3201551259381 -15.90668698923051, -51.31982397539041 -15.906857248847462, -51.3199736511017 -15.907044189974448, -51.319643548337375 -15.90775977189056))"
